id;firstname;lastname;birthdate;country_id;position;foot;height
1266;Dominique;Heintz;15.08.1993;64;Defender;left;189
1267;Jules;Kounde;12.11.1998;61;Defender;right;178
1268;Julian;Korb;21.03.1992;64;Defender;right;177
1269;Tomas;Vaclik;29.03.1989;44;Goalkeeper;right;188
1270;Pavel;Kaderabek;25.04.1992;44;Defender;right;182
1271;Vladimir;Darida;8.08.1990;44;Midfielder;right;171
1272;Nanitamo Jonathan;Ikone;2.05.1998;61;Forward;left;175
1273;Yann;Sommer;17.12.1988;166;Goalkeeper;right;183
1274;David Angel;Abraham;15.07.1986;7;Defender;right;188
1275;Arlind;Ajeti;25.09.1993;166;Defender;right;184
1276;Joo-Ho;Park;16.01.1987;89;Defender;left;176
1277;Fabian;Frei;8.01.1989;166;Midfielder;right;183
1278;Xherdan;Shaqiri;10.10.1991;203;Midfielder;left;169
1279;Valentin;Stocker;12.04.1989;166;Midfielder;left;179
1280;Granit;Xhaka;27.09.1992;166;Midfielder;left;185
1281;Yvon Landry;Mvogo;6.06.1994;30;Goalkeeper;right;190
1282;Jerome;Gondorf;26.06.1988;64;Midfielder;right;175
1283;Raul Marcelo;Bobadilla;18.06.1987;7;Forward;right;181
1284;Jacques Fran�ois;Moubandje;21.06.1990;30;Defender;left;180
1285;Vincent;Rufli;22.01.1988;166;Defender;right;180
1286;Tomas;Koubek;26.08.1992;44;Goalkeeper;right;198
1287;Caglar;Soyuncu;23.05.1996;178;Defender;right;187
1288;Roman;Burki;14.11.1990;166;Goalkeeper;right;187
1289;Michael;Lang;8.02.1991;166;Defender;right;185
1290;Daniel;Pavlovic;22.04.1988;166;Defender;left;183
1291;Amir;Abrashi;27.03.1990;166;Midfielder;right;172
1292;Remo;Freuler;15.04.1992;166;Midfielder;right;181
1293;Berat;Djimsiti;19.02.1993;166;Defender;right;190
1294;Seydou;Sy;12.12.1995;147;Goalkeeper;right;192
1295;Josip;Drmic;8.08.1992;166;Forward;right;183
1296;Mattia;Zaccagni;16.06.1995;82;Midfielder;right;176
1297;Kerem;Demirbay;3.07.1993;64;Midfielder;left;182
1298;Silvan;Widmer;5.03.1993;166;Defender;right;182
1299;Marijan;Cavar;2.02.1998;21;Midfielder;right;180
1300;Artur;Ionita;17.08.1990;112;Midfielder;right;184
1301;Lyanco Evangelista;Silveira Neves Vojnovic;1.02.1997;23;Defender;right;187
1302;Fabian Lukas;Schar;20.12.1991;166;Defender;right;188
1303;Rodrigo Javier;de Paul;24.05.1994;7;Midfielder;right;178
1304;Mario Figueira;Fernandes;19.09.1990;23;Defender;right;187
1305;Edinaldo;Gomes Pereira;25.08.1988;23;Defender;right;188
1306;Alan;Dzagoev;17.06.1990;141;Midfielder;right;179
1307;Mario;Hermoso Canseco;18.06.1995;158;Defender;left;184
1308;Marcos;Llorente Moreno;30.01.1995;158;Midfielder;right;184
1309;Enzo Alan;Zidane Fernandez;24.03.1995;61;Midfielder;right;185
1310;Lucas;Hernandez Pi;14.02.1996;61;Defender;left;184
1311;Andoni;Gorosabel Espinosa;4.08.1996;158;Defender;right;174
1312;Jon;Guridi Aldalur;28.02.1995;158;Midfielder;left;179
1313;Jon;Bautista Orgilles;3.07.1995;158;Forward;right;180
1314;Alejandro;Granell Nogue;2.08.1988;158;Midfielder;left;175
1315;Burim;Kukeli;16.01.1984;2;Midfielder;left;180
1316;Ermir;Lenjani;5.08.1989;203;Defender;left;175
1317;Ellyes;Skhiri;10.05.1995;61;Midfielder;right;185
1318;Vincent;Koziello;28.10.1995;61;Midfielder;right;168
1319;Alisson Ramses;Becker;2.10.1992;23;Goalkeeper;left;191
1320;Gianluca;Lapadula;7.02.1990;82;Forward;left;177
1321;Jean-Kevin;Augustin;16.06.1997;61;Forward;right;177
1322;Armando;Sadiku;27.05.1991;2;Forward;right;186
1323;Inaki;Williams Arthuer;15.06.1994;158;Forward;right;186
1324;Brandon;Thomas Llamas;4.02.1995;158;Forward;right;177
1325;Diego;Gonzalez Polanco;28.01.1995;158;Defender;both;184
1326;Andres Tomas;Prieto Albert;17.10.1993;158;Goalkeeper;right;194
1327;Pau;Lopez Sabata;13.12.1994;158;Goalkeeper;left;189
1328;Joan;Jordan Moreno;6.07.1994;158;Midfielder;right;185
1329;Rafael Jesus;Navarro Mazuelos;23.02.1994;158;Defender;right;173
1330;Victor;Camarasa Ferrando;28.05.1994;158;Midfielder;right;183
1331;David;Remeseiro Salgueiro;6.07.1994;158;Midfielder;right;178
1332;Alvaro;Medran Just;15.03.1994;158;Midfielder;right;177
1333;Guillermo;Varela Olivera;24.03.1993;186;Defender;right;174
1334;Sebastian Carlos;Cristoforo Pepe;23.08.1993;186;Midfielder;right;173
1335;Joao Pedro Geraldino;dos Santos Galvao;9.03.1992;23;Midfielder;right;184
1336;Maximiliano Martin;Olivera De Andrea;5.03.1992;186;Defender;left;182
1337;Shay;Given;20.04.1976;80;Goalkeeper;right;185
1338;Gaston Alexis;Silva Perdomo;5.03.1994;186;Defender;left;185
1339;Maxime;Lopez;4.12.1997;61;Midfielder;right;167
1340;Jeremie;Porsan-Clemente;16.12.1997;200;Forward;right;179
1341;Mouez;Hassen;5.03.1995;61;Goalkeeper;right;186
1342;Diego Alejandro;Rolan Silva;24.03.1993;186;Forward;right;177
1343;Remi;Walter;26.04.1995;61;Midfielder;left;174
1344;Wesley;Said;19.04.1995;61;Forward;right;171
1345;Marc-Aurele;Caillard;12.05.1994;61;Goalkeeper;right;191
1346;Tristan;Dingome;17.02.1991;61;Midfielder;left;174
1347;Yoan;Cardinale;27.03.1994;61;Goalkeeper;right;181
1348;Nabil;Dirar;25.02.1986;116;Midfielder;right;187
1349;Karl-Johan;Johnsson;28.01.1990;165;Goalkeeper;right;187
1350;Valentin;Eysseric;25.03.1992;61;Midfielder;right;181
1351;Jordan;Amavi;9.03.1994;61;Defender;left;176
1352;Almamy;Toure;28.04.1996;105;Defender;right;183
1353;Robin;Olsen;8.01.1990;165;Goalkeeper;right;196
1354;Miiko Martin;Albornoz Inola;30.11.1990;165;Defender;left;180
1355;Filip;Helander;22.04.1993;165;Defender;left;192
1356;Anton Ciprian;Tatarusanu;9.02.1986;140;Goalkeeper;right;196
1357;Vlad Iulian;Chiriches;14.11.1989;140;Defender;right;184
1358;Jimmy;Durmaz;22.03.1989;165;Midfielder;left;180
1359;Matias;Vecino Falero;24.08.1991;186;Midfielder;right;187
1360;Pedro Miguel;Almeida Lopes Pereira;22.01.1998;138;Defender;right;182
1361;Kristoffer;Nordfeldt;23.06.1989;165;Goalkeeper;right;190
1362;Etrit;Berisha;10.03.1989;203;Goalkeeper;left;194
1363;Salvador;Ichazo Fernandez;26.01.1992;186;Goalkeeper;left;188
1364;Bakaye;Dibassy;11.08.1989;61;Defender;left;183
1365;Celso;Borges Mora;27.08.1988;39;Midfielder;right;182
1366;Enis;Bardhi;2.07.1995;127;Midfielder;right;169
1367;Robin;Quaison;9.10.1993;165;Midfielder;right;183
1368;Hans;Hateboer;9.01.1994;122;Defender;right;187
1369;Pavel;Mamaev;17.09.1988;141;Midfielder;right;178
1370;Nicolas;Pepe;29.09.1995;61;Forward;right;183
1371;Emil;Krafth;2.08.1994;165;Defender;right;181
1372;Alexandru Iulian;Maxim;8.07.1990;140;Midfielder;left;178
1373;Jeremy;Toljan;8.08.1994;64;Defender;right;182
1374;Martin Nicolas;Campana Delgado;29.05.1989;186;Goalkeeper;right;185
1375;Antonio Alberto;Bastos Pimparel;1.05.1982;138;Goalkeeper;right;180
1376;Emil;Forsberg;23.10.1991;165;Midfielder;right;179
1377;Viktor;Claesson;2.01.1992;165;Midfielder;right;183
1378;Oscar;Hiljemark;28.06.1992;165;Midfielder;right;184
1379;Marcus Christer;Rohden;11.05.1991;165;Midfielder;right;182
1380;Trent;Alexander-Arnold;7.10.1998;184;Defender;right;175
1381;Cedric;Yambere;6.11.1990;61;Defender;right;191
1382;Silviu;Lung;4.06.1989;140;Goalkeeper;right;189
1383;Hans Carl Ludwig;Augustinsson;21.04.1994;165;Defender;left;181
1384;Isaac;Kiese Thelin;24.06.1992;165;Forward;right;189
1385;Fabian;Ruiz Pena;3.04.1996;158;Midfielder;left;189
1386;Nuno Miguel;da Costa Joia;10.02.1991;28;Forward;right;182
1387;Benno;Schmitz;17.11.1994;64;Defender;right;182
1388;Marcel;Halstenberg;27.09.1991;64;Defender;left;187
1389;Florian;Hubner;1.03.1991;64;Defender;right;193
1390;Jonas;Hofmann;14.07.1992;64;Midfielder;right;176
1391;Jaume;Domenech Sanchez;5.11.1990;158;Goalkeeper;right;185
1392;Jonas;Hector;27.05.1990;64;Defender;left;185
1393;Lukas;Kubler;30.08.1992;64;Defender;right;183
1394;Adama;Mbengue;1.12.1993;147;Defender;left;178
1395;Yehvann;Diouf;16.11.1999;61;Goalkeeper;right;184
1396;Gabriel Arturo;Torres Tejada;31.10.1988;132;Forward;right;179
1397;Christian;Mathenia;31.03.1992;64;Goalkeeper;right;189
1398;Erik;Durm;12.05.1992;64;Defender;right;183
1399;Shawn;Parker;7.03.1993;64;Forward;right;181
1400;Cesar Alejandro;Falletti dos Santos;2.12.1992;186;Midfielder;right;170
1401;Felipe Nicolas;Avenatti Dovillabichus;26.04.1993;186;Forward;left;196
1402;Alexander;Schwolow;2.06.1992;64;Goalkeeper;right;189
1403;Simone;Lo Faso;18.02.1998;82;Forward;right;180
1404;Branimir;Hrgota;12.01.1993;41;Forward;left;185
1405;Niklas;Lomb;28.07.1993;64;Goalkeeper;right;187
1406;John Anthony;Brooks;28.01.1993;64;Defender;left;193
1407;Nico;Schulz;1.04.1993;64;Midfielder;left;180
1408;Nicolas Louis Marcel;Cozza;8.01.1999;61;Defender;left;178
1409;Alexander;Meyer;13.04.1991;64;Goalkeeper;right;195
1410;Emre;Mor;24.07.1997;47;Forward;left;169
1411;Alessandro;Murgia;9.08.1996;82;Midfielder;right;185
1412;Gianluca;Mancini;17.04.1996;82;Defender;right;190
1413;Mamadou Jean-Luc;Diarra Dompe;12.08.1995;61;Midfielder;right;170
1414;Mattia;Bani;10.12.1993;82;Defender;right;189
1415;Marco;Tumminello;6.11.1998;82;Forward;left;185
1416;Maximilian;Philipp;1.03.1994;64;Forward;right;183
1417;Christian;Gunter;28.02.1993;64;Defender;left;185
1418;Abdul Rahman;Baba;2.07.1994;65;Defender;left;179
1419;Ihsan;Sacko;19.07.1997;61;Forward;right;183
1420;Christopher;Nkunku;14.11.1997;61;Midfielder;right;178
1421;Wilfride;Kanga Aka;21.02.1998;61;Forward;right;185
1422;Samir;Caetano de Souza Santos;5.12.1994;23;Defender;left;188
1423;Alin Dorinel;Tosca;14.03.1992;140;Defender;left;181
1424;Roman;Shirokov;6.07.1981;141;Midfielder;right;183
1425;Alexei;Berezutski;20.06.1982;141;Defender;right;190
1426;Erik;Moran Arribas;25.05.1991;158;Midfielder;right;187
1427;Daniel;Raba Antoli;29.10.1995;158;Midfielder;left;184
1428;Jacob;Bruun Larsen;19.09.1998;47;Forward;right;183
1429;Georgi;Shchennikov;27.04.1991;141;Defender;left;180
1430;Manuel;Gulde;12.02.1991;64;Defender;right;184
1431;Bartlomiej;Dragowski;19.08.1997;137;Goalkeeper;right;191
1432;Iker;Casillas Fernandez;20.05.1981;158;Goalkeeper;left;185
1433;Raul;Albiol Tortajada;4.09.1985;158;Defender;right;190
1434;Jawad;El Yamiq;29.02.1992;116;Defender;right;190
1435;Kleper;Laveran Lima Ferreira;26.02.1983;23;Defender;right;188
1436;Guilherme;Alvim Marinato;12.12.1985;23;Goalkeeper;right;195
1437;Angel Fabian;di Maria Hernandez;14.02.1988;7;Midfielder;left;180
1438;Adam;Jakubech;2.01.1997;152;Goalkeeper;right;188
1439;Leon;Goretzka;6.02.1995;64;Midfielder;right;189
1440;Manuel Marouan;da Costa Trinidade;6.05.1986;61;Defender;right;191
1441;Robert;Beric;17.06.1991;153;Forward;right;188
1442;Roman;Shishkin;27.01.1987;141;Defender;right;177
1443;Svante;Ingelsson;14.06.1998;165;Midfielder;left;189
1444;Kevin;Akpoguma;19.04.1995;64;Defender;right;192
1445;Jaime;Sierra Mateos;18.03.1998;158;Midfielder;right;175
1446;Serge;Gnabry;14.07.1995;64;Midfielder;right;175
1447;Davie;Selke;20.01.1995;64;Forward;right;192
1448;Gerard;Pique Bernabeu;2.02.1987;158;Defender;right;194
1449;Laszlo;Benes;9.09.1997;152;Midfielder;left;181
1450;Fedor;Kudryashov;5.04.1987;141;Defender;left;181
1451;Nicolas Martin;Pareja;19.01.1984;7;Defender;right;181
1452;Andrea;Conti;2.03.1994;82;Defender;right;181
1453;Marek;Suchy;29.03.1988;44;Defender;right;183
1454;Javier Alejandro;Mascherano;8.06.1984;7;Defender;right;174
1455;Dmitri;Kombarov;22.01.1987;141;Defender;left;182
1456;Vladimir;Granat;22.05.1987;141;Defender;left;184
1457;Aaron;Martin Caricol;22.04.1997;158;Defender;left;180
1458;Jesus;Vallejo Lazaro;5.01.1997;158;Defender;right;183
1459;Ramiro;Guerra Pereyra;21.03.1997;186;Midfielder;right;183
1460;Aleix;Garcia Serrano;28.06.1997;158;Midfielder;right;173
1461;Yves;Bissouma;30.08.1996;40;Midfielder;right;182
1462;Rominigue;Kouame N'Guessan;17.12.1996;40;Defender;left;177
1463;Ignazio;Abate;12.11.1986;82;Defender;right;180
1464;Daniele;Bonera;31.05.1981;82;Defender;right;183
1465;Thiago Emiliano;da Silva;22.09.1984;23;Defender;right;183
1466;Mattia;De Sciglio;20.10.1992;82;Defender;right;183
1467;Alberto;Aquilani;7.07.1984;82;Midfielder;right;186
1468;Kevin-Prince;Boateng;6.03.1987;64;Midfielder;right;186
1469;Simone;Calvano;11.07.1993;82;Midfielder;right;183
1470;Bryan;Cristante;3.03.1995;82;Midfielder;right;186
1471;Mathieu;Flamini;7.03.1984;61;Midfielder;right;178
1472;Sulley Ali;Muntari;27.08.1984;65;Midfielder;left;179
1473;Mattia;Valoti;6.09.1993;82;Midfielder;right;187
1474;Stephan;El Shaarawy;27.10.1992;82;Forward;right;178
1475;Maximiliano Gaston;Lopez;3.04.1984;7;Forward;right;190
1476;Bogdan Ionut;Lobont;18.01.1978;140;Goalkeeper;right;185
1477;Nicolas Andres;Burdisso;12.04.1981;7;Defender;right;182
1478;Simon;Thorup Kjaer;26.03.1989;47;Defender;right;189
1479;Aleandro;Rosi;17.05.1987;82;Defender;right;184
1480;Jose Angel;Valdes Diaz;5.09.1989;158;Defender;left;182
1481;Daniele;De Rossi;24.07.1983;82;Midfielder;right;184
1482;Miralem;Pjanic;2.04.1990;21;Midfielder;right;180
1483;Renato;Steffen;3.11.1991;166;Midfielder;left;170
1484;Valerio;Verre;11.01.1994;82;Midfielder;right;181
1485;Federico;Viviani;24.03.1992;82;Midfielder;right;180
1486;Fabio;Borini;29.03.1991;82;Forward;right;180
1487;Bojan;Krkic Perez;28.08.1990;158;Forward;right;170
1488;Gianluigi;Buffon;28.01.1978;82;Goalkeeper;right;191
1489;Marco;Storari;7.01.1977;82;Goalkeeper;right;187
1490;Andrea;Barzagli;8.05.1981;82;Defender;right;187
1491;Leonardo;Bonucci;1.05.1987;82;Defender;right;190
1492;Jose Martin;Caceres Silva;7.04.1987;186;Defender;right;180
1493;Giorgio;Chiellini;14.08.1984;82;Defender;left;186
1494;Stephan;Lichtsteiner;16.01.1984;166;Defender;right;182
1495;Emanuele;Giaccherini;5.05.1985;82;Midfielder;right;167
1496;Claudio;Marchisio;19.01.1986;82;Midfielder;right;180
1497;Simone;Padoin;18.03.1984;82;Midfielder;right;179
1498;Nicolas;Basin;22.07.1998;61;Defender;left;169
1499;Arturo Erasmo;Vidal Pardo;22.05.1987;34;Midfielder;right;180
1500;Marco;Borriello;18.06.1982;82;Forward;left;185
1501;Alessandro;Matri;19.08.1984;82;Forward;right;183
1502;Fabio;Quagliarella;31.01.1983;82;Forward;right;180
1503;Antonio;Mirante;8.07.1983;82;Goalkeeper;right;193
1504;Massimo;Gobbi;31.10.1980;82;Defender;left;183
1505;Danilo Luis;Helio Pereira;9.09.1991;70;Midfielder;right;187
1506;Sergio;Floccari;12.11.1981;82;Forward;right;180
1507;Matteo;Bianchetti;17.03.1993;82;Defender;right;189
1508;Marco Davide;Faraoni;25.10.1991;82;Defender;right;180
1509;Yuto;Nagatomo;12.09.1986;84;Defender;right;170
1510;Juan Guilherme;Nunes Jesus;10.06.1991;23;Defender;left;185
1511;Andrea;Ranocchia;16.02.1988;82;Defender;right;195
1512;Ricardo Gabriel;Alvarez;12.04.1988;7;Midfielder;left;188
1513;Joel;Chukwuma Obi;22.05.1991;126;Midfielder;left;176
1514;Lorenzo;Crisetig;20.01.1993;82;Midfielder;left;183
1515;Andrea;Poli;29.09.1989;82;Midfielder;right;182
1516;Valere;Germain;17.04.1990;61;Forward;right;180
1517;Giampaolo;Pazzini;2.08.1984;82;Forward;right;180
1518;Albano Benjamin;Bizzarri;9.11.1977;7;Goalkeeper;right;193
1519;Federico;Marchetti;7.02.1983;82;Goalkeeper;left;188
1520;Mike;Maignan;3.07.1995;196;Goalkeeper;right;191
1521;Alois;Confais;7.09.1996;61;Midfielder;right;174
1522;Lorik Agim;Cana;27.07.1983;2;Defender;right;186
1523;Antonio;Candreva;28.02.1987;82;Midfielder;right;180
1524;Senad;Lulic;18.01.1986;21;Midfielder;right;183
1525;Samir;Handanovic;14.07.1984;153;Goalkeeper;right;193
1526;Daniele;Padelli;25.10.1985;82;Goalkeeper;right;191
1527;Thibaut;Courtois;11.05.1992;16;Goalkeeper;left;199
1528;Medhi Amine;El Mouttaqi Benatia;17.04.1987;61;Defender;right;190
1529;Danilo;Larangeira;10.05.1984;23;Defender;right;184
1530;Joao;Miranda de Souza Filho;7.09.1984;23;Defender;right;186
1531;Kwadwo;Asamoah;9.12.1988;65;Midfielder;left;178
1532;Gelson da Concei�ao Tavares;Fernandes;2.09.1986;28;Midfielder;right;179
1533;Angelo Esmael;da Costa Junior;12.11.1983;23;Goalkeeper;right;186
1534;Andrea;Costa;1.02.1986;82;Defender;left;182
1535;Roberto;Soriano;8.02.1991;64;Midfielder;right;182
1536;Pascal;Stenzel;20.03.1996;64;Defender;right;183
1537;Eder;Citadin Martins;15.11.1986;23;Forward;right;179
1538;Christian;Puggioni;17.01.1981;82;Goalkeeper;right;187
1539;Stefano;Sorrentino;28.03.1979;82;Goalkeeper;right;185
1540;Francesco;Acerbi;10.02.1988;82;Defender;left;192
1541;Marco;Andreolli;10.06.1986;82;Defender;right;187
1542;Bostjan;Cesar;9.07.1982;153;Defender;left;191
1543;Dario;Dainelli;9.06.1979;82;Defender;right;191
1544;Boukary;Drame;22.07.1985;61;Defender;left;181
1545;Facundo Sebastian;Roncaglia;10.02.1987;7;Defender;right;179
1546;Luca;Rigoni;7.12.1984;82;Midfielder;right;185
1547;Alberto;Paloschi;4.01.1990;82;Forward;right;182
1548;Cyril;Thereau;24.04.1983;61;Forward;right;189
1549;Sergio Ezequiel;Araujo;28.01.1992;7;Forward;right;180
1550;Geronimo;Rulli;20.05.1992;7;Goalkeeper;right;189
1551;Frederik;Hillesborg Sorensen;14.04.1992;47;Defender;right;194
1552;Gabriel Ivan;Mercado;18.03.1987;7;Defender;right;180
1553;Rene;Krhin;21.05.1990;153;Midfielder;right;189
1554;Gaston Exequiel;Ramirez Pereyra;2.12.1990;186;Midfielder;left;183
1555;Ishak;Belfodil;12.01.1992;3;Forward;right;191
1556;Enzo Nicolas;Perez;22.02.1986;7;Midfielder;right;177
1557;Luca;Caldirola;1.02.1991;82;Defender;left;189
1558;Duvan Esteban;Zapata Banguera;1.04.1991;36;Forward;right;186
1559;Bartosz;Salamon;1.05.1991;137;Defender;right;196
1560;Jonathas Cristian;de Jesus;6.03.1989;23;Forward;right;190
1561;Nenad;Tomovic;30.08.1987;148;Defender;right;184
1562;Andrea;Bertolacci;11.01.1991;82;Midfielder;left;179
1563;Juan Guillermo;Cuadrado Bello;26.05.1988;36;Midfielder;right;179
1564;Luiz;de Araujo Guimaraes Neto;2.06.1996;23;Forward;left;175
1565;Luis Fernando;Muriel Fruto;16.04.1991;36;Forward;right;178
1566;Lucas;Nahuel Castro;9.04.1989;7;Midfielder;right;182
1567;Haris;Seferovic;22.02.1992;166;Forward;left;185
1568;Luciano;Vietto;5.12.1993;7;Forward;right;173
1569;Bruno;Zuculini;2.04.1993;7;Midfielder;right;178
1570;Leandro;Chichizola;27.03.1990;7;Goalkeeper;right;185
1571;German Alejandro;Pezzella;27.06.1991;7;Defender;right;186
1572;Mattia;Destro;20.03.1991;82;Forward;right;178
1573;Lucas Ariel;Ocampos;11.07.1994;7;Forward;right;187
1574;Matias;Aguirregaray Guruceaga;1.04.1989;186;Defender;right;175
1575;Ezequiel;Munoz;8.10.1990;7;Defender;right;185
1576;Matias Agustin;Silvestre;25.09.1984;7;Defender;right;185
1577;Afriyie;Acquah;5.01.1992;65;Midfielder;right;179
1578;Nereo;Champagne;20.01.1985;7;Goalkeeper;right;189
1579;Andrea;Barberis;11.12.1993;82;Midfielder;right;177
1580;Edgar Osvaldo;Barreto Caceres;15.07.1984;134;Midfielder;right;180
1581;Josip;Ilicic;29.01.1988;21;Forward;left;190
1582;Nampalys;Mendy;23.06.1992;61;Midfielder;right;168
1583;Franco Damian;Vazquez;22.02.1989;7;Midfielder;left;186
1584;Jose Luis;Palomino;5.01.1990;7;Defender;left;188
1585;Andrea;Consigli;27.01.1987;82;Goalkeeper;right;189
1586;Andrea;Masiello;5.02.1985;82;Defender;right;184
1587;Giacomo;Bonaventura;22.08.1989;82;Midfielder;right;180
1588;Davide;Astori;7.01.1987;82;Defender;left;188
1589;Nicola;Murru;16.12.1994;82;Defender;left;180
1590;Andrea;Cossu;3.05.1980;82;Midfielder;right;170
1591;Daniele;Dessena;10.05.1987;82;Midfielder;right;183
1592;Albin;Ekdal;28.07.1989;165;Midfielder;right;186
1593;Radja;Nainggolan;4.05.1988;16;Midfielder;right;176
1594;Pasquale;Schiattarella;30.05.1987;82;Midfielder;right;178
1595;Vanja;Milinkovic-Savic;20.02.1997;158;Goalkeeper;right;202
1596;Norberto;Murara Neto;19.07.1989;23;Goalkeeper;right;190
1597;Lorenzo;De Silvestri;23.05.1988;82;Defender;right;186
1598;Felipe;Dias da Silva dal Belo;31.07.1984;23;Defender;left;188
1599;Alessandro;Gamberini;27.08.1981;82;Defender;right;185
1600;Matija;Nastasic;28.03.1993;148;Defender;left;188
1601;Romulo;Souza Orestes Caldeira;22.05.1987;23;Midfielder;right;178
1602;Valon;Behrami;19.04.1985;203;Midfielder;right;185
1603;Adem;Ljajic;29.09.1991;148;Forward;right;182
1604;Riccardo;Montolivo;18.01.1985;82;Midfielder;right;182
1605;Alessio;Cerci;23.07.1987;82;Forward;left;180
1606;Stevan;Jovetic;2.11.1989;115;Forward;right;183
1607;Ryder;Matos Santos;27.02.1993;23;Forward;right;180
1608;Geronimo Gaston;Poblete;2.01.1993;7;Midfielder;right;173
1609;Lucas Nicolas;Alario;8.10.1992;7;Forward;right;178
1610;Davide;Di Gennaro;16.06.1988;82;Midfielder;left;181
1611;Elseid Gezim;Hysaj;20.02.1994;2;Defender;right;180
1612;Vasco;Regini;9.09.1990;82;Defender;left;185
1613;Lorenzo;Tonelli;17.01.1990;82;Defender;right;183
1614;Mirko;Valdifiori;21.04.1986;82;Midfielder;right;185
1615;Riccardo;Saponara;21.12.1991;82;Midfielder;right;184
1616;Nicolas Federico;Spolli;20.02.1983;7;Defender;right;193
1617;Alejandro Dario;Gomez;15.02.1988;7;Forward;right;165
1618;Mariano Julio;Izco;13.03.1983;7;Midfielder;right;180
1619;Ferdinando;Coppola;10.06.1978;82;Goalkeeper;right;188
1620;Danilo;D'Ambrosio;9.09.1988;82;Defender;right;180
1621;Kamil;Glik;3.02.1988;137;Defender;right;190
1622;Alfred Benjamin;Gomis;5.09.1993;147;Goalkeeper;right;194
